#
0
0
0 400 600 250 0 375 550 425 600
1 413 -138 0 42 50
1 648 -110 0 44 50
1 153 -157 0 45 50
1 576 -95 0 44 50
1 261 -80 0 45 50
1 47 -288 0 44 50
1 61 -10 0 43 50
1 47 -129 0 40 50
1 287 -355 0 50 50
1 354 -210 0 45 50
#
0
1
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -133.8 0 42 50
1 648.0 -105.6 0 44 50
1 153.0 -152.5 0 45 50
1 576.0 -90.6 0 44 50
1 261.0 -75.5 0 45 50
1 47.0 -283.6 0 44 50
1 61.0 -5.7 0 43 50
1 47.0 -125.0 0 40 50
1 287.0 -350.0 0 50 50
1 354.0 -205.5 0 45 50
#
0
2
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -129.60000000000002 0 42 50
1 648.0 -101.19999999999999 0 44 50
1 153.0 -148.0 0 45 50
1 576.0 -86.19999999999999 0 44 50
1 261.0 -71.0 0 45 50
1 47.0 -279.20000000000005 0 44 50
1 61.0 -1.4000000000000004 0 43 50
1 47.0 -121.0 0 40 50
1 287.0 -345.0 0 50 50
1 354.0 -201.0 0 45 50
#
0
3
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -125.40000000000002 0 42 50
1 648.0 -96.79999999999998 0 44 50
1 153.0 -143.5 0 45 50
1 576.0 -81.79999999999998 0 44 50
1 261.0 -66.5 0 45 50
1 47.0 -274.80000000000007 0 44 50
1 61.0 2.8999999999999995 0 43 50
1 47.0 -117.0 0 40 50
1 287.0 -340.0 0 50 50
1 354.0 -196.5 0 45 50
#
0
4
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -121.20000000000002 0 42 50
1 648.0 -92.39999999999998 0 44 50
1 153.0 -139.0 0 45 50
1 576.0 -77.39999999999998 0 44 50
1 261.0 -62.0 0 45 50
1 47.0 -270.4000000000001 0 44 50
1 61.0 7.199999999999999 0 43 50
1 47.0 -113.0 0 40 50
1 287.0 -335.0 0 50 50
1 354.0 -192.0 0 45 50
#
0
5
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -117.00000000000001 0 42 50
1 648.0 -87.99999999999997 0 44 50
1 153.0 -134.5 0 45 50
1 576.0 -72.99999999999997 0 44 50
1 261.0 -57.5 0 45 50
1 47.0 -266.0000000000001 0 44 50
1 61.0 11.5 0 43 50
1 47.0 -109.0 0 40 50
1 287.0 -330.0 0 50 50
1 354.0 -187.5 0 45 50
#
0
6
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -112.80000000000001 0 42 50
1 648.0 -83.59999999999997 0 44 50
1 153.0 -130.0 0 45 50
1 576.0 -68.59999999999997 0 44 50
1 261.0 -53.0 0 45 50
1 47.0 -261.60000000000014 0 44 50
1 61.0 15.8 0 43 50
1 47.0 -105.0 0 40 50
1 287.0 -325.0 0 50 50
1 354.0 -183.0 0 45 50
#
0
7
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -108.60000000000001 0 42 50
1 648.0 -79.19999999999996 0 44 50
1 153.0 -125.5 0 45 50
1 576.0 -64.19999999999996 0 44 50
1 261.0 -48.5 0 45 50
1 47.0 -257.20000000000016 0 44 50
1 61.0 20.1 0 43 50
1 47.0 -101.0 0 40 50
1 287.0 -320.0 0 50 50
1 354.0 -178.5 0 45 50
#
0
8
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -104.4 0 42 50
1 648.0 -74.79999999999995 0 44 50
1 153.0 -121.0 0 45 50
1 576.0 -59.79999999999996 0 44 50
1 261.0 -44.0 0 45 50
1 47.0 -252.80000000000015 0 44 50
1 61.0 24.400000000000002 0 43 50
1 47.0 -97.0 0 40 50
1 287.0 -315.0 0 50 50
1 354.0 -174.0 0 45 50
#
0
9
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -100.2 0 42 50
1 648.0 -70.39999999999995 0 44 50
1 153.0 -116.5 0 45 50
1 576.0 -55.39999999999996 0 44 50
1 261.0 -39.5 0 45 50
1 47.0 -248.40000000000015 0 44 50
1 61.0 28.700000000000003 0 43 50
1 47.0 -93.0 0 40 50
1 287.0 -310.0 0 50 50
1 354.0 -169.5 0 45 50
#
0
10
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -96.0 0 42 50
1 648.0 -65.99999999999994 0 44 50
1 153.0 -112.0 0 45 50
1 576.0 -50.999999999999964 0 44 50
1 261.0 -35.0 0 45 50
1 47.0 -244.00000000000014 0 44 50
1 61.0 33.0 0 43 50
1 47.0 -89.0 0 40 50
1 287.0 -305.0 0 50 50
1 354.0 -165.0 0 45 50
#
0
11
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -91.8 0 42 50
1 648.0 -61.599999999999945 0 44 50
1 153.0 -107.5 0 45 50
1 576.0 -46.599999999999966 0 44 50
1 261.0 -30.5 0 45 50
1 47.0 -239.60000000000014 0 44 50
1 61.0 37.3 0 43 50
1 47.0 -85.0 0 40 50
1 287.0 -300.0 0 50 50
1 354.0 -160.5 0 45 50
#
0
12
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -87.6 0 42 50
1 648.0 -57.199999999999946 0 44 50
1 153.0 -103.0 0 45 50
1 576.0 -42.19999999999997 0 44 50
1 261.0 -26.0 0 45 50
1 47.0 -235.20000000000013 0 44 50
1 61.0 41.599999999999994 0 43 50
1 47.0 -81.0 0 40 50
1 287.0 -295.0 0 50 50
1 354.0 -156.0 0 45 50
#
0
13
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -83.39999999999999 0 42 50
1 648.0 -52.79999999999995 0 44 50
1 153.0 -98.5 0 45 50
1 576.0 -37.79999999999997 0 44 50
1 261.0 -21.5 0 45 50
1 47.0 -230.80000000000013 0 44 50
1 61.0 45.89999999999999 0 43 50
1 47.0 -77.0 0 40 50
1 287.0 -290.0 0 50 50
1 354.0 -151.5 0 45 50
#
0
14
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -79.19999999999999 0 42 50
1 648.0 -48.39999999999995 0 44 50
1 153.0 -94.0 0 45 50
1 576.0 -33.39999999999997 0 44 50
1 261.0 -17.0 0 45 50
1 47.0 -226.40000000000012 0 44 50
1 61.0 50.19999999999999 0 43 50
1 47.0 -73.0 0 40 50
1 287.0 -285.0 0 50 50
1 354.0 -147.0 0 45 50
#
0
15
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -74.99999999999999 0 42 50
1 648.0 -43.99999999999995 0 44 50
1 153.0 -89.5 0 45 50
1 576.0 -28.99999999999997 0 44 50
1 261.0 -12.5 0 45 50
1 47.0 -222.0000000000001 0 44 50
1 61.0 54.499999999999986 0 43 50
1 47.0 -69.0 0 40 50
1 287.0 -280.0 0 50 50
1 354.0 -142.5 0 45 50
#
0
16
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -70.79999999999998 0 42 50
1 648.0 -39.59999999999995 0 44 50
1 153.0 -85.0 0 45 50
1 576.0 -24.599999999999973 0 44 50
1 261.0 -8.0 0 45 50
1 47.0 -217.6000000000001 0 44 50
1 61.0 58.79999999999998 0 43 50
1 47.0 -65.0 0 40 50
1 287.0 -275.0 0 50 50
1 354.0 -138.0 0 45 50
#
0
17
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -66.59999999999998 0 42 50
1 648.0 -35.19999999999995 0 44 50
1 153.0 -80.5 0 45 50
1 576.0 -20.199999999999974 0 44 50
1 261.0 -3.5 0 45 50
1 47.0 -213.2000000000001 0 44 50
1 61.0 63.09999999999998 0 43 50
1 47.0 -61.0 0 40 50
1 287.0 -270.0 0 50 50
1 354.0 -133.5 0 45 50
#
0
18
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -62.39999999999998 0 42 50
1 648.0 -30.799999999999955 0 44 50
1 153.0 -76.0 0 45 50
1 576.0 -15.799999999999974 0 44 50
1 261.0 1.0 0 45 50
1 47.0 -208.8000000000001 0 44 50
1 61.0 67.39999999999998 0 43 50
1 47.0 -57.0 0 40 50
1 287.0 -265.0 0 50 50
1 354.0 -129.0 0 45 50
#
0
19
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -58.199999999999974 0 42 50
1 648.0 -26.399999999999956 0 44 50
1 153.0 -71.5 0 45 50
1 576.0 -11.399999999999974 0 44 50
1 261.0 5.5 0 45 50
1 47.0 -204.4000000000001 0 44 50
1 61.0 71.69999999999997 0 43 50
1 47.0 -53.0 0 40 50
1 287.0 -260.0 0 50 50
1 354.0 -124.5 0 45 50
#
0
20
0 400.0 600.0 250 0 375.0 550.0 425.0 600.0
1 413.0 -53.99999999999997 0 42 50
1 648.0 -21.999999999999957 0 44 50
1 153.0 -67.0 0 45 50
1 576.0 -6.999999999999973 0 44 50
1 261.0 10.0 0 45 50
